ticker,asset_class,currency,factor,factor_label,direction,magnitude,sensitivity_level,raw_value,value_basis,sign_positive_meaning,sign_negative_meaning,structural_tags,evidence_metrics
AMZN,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.227339,low,-0.227339,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.227339
AMZN,us_stock,USD,stress_response,Stress-period average return,neutral,4.7e-05,low,4.7e-05,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=4.7e-05
AVGO,us_stock,USD,market_beta_sp500,S&P500 beta,positive,1.29277,high,1.29277,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,ai_capex_proxy|semiconductor_proxy|usd_exposure,beta_sp500_1y_krw=1.29277
AVGO,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,1.333386,high,1.333386,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,ai_capex_proxy|semiconductor_proxy|usd_exposure,downside_beta_sp500_1y_krw=1.333386
AVGO,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.64075,high,0.64075,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,ai_capex_proxy|semiconductor_proxy|usd_exposure,corr_sp500_60d_krw=0.64075
AVGO,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.101067,low,-0.101067,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,ai_capex_proxy|semiconductor_proxy|usd_exposure,corr_kospi200_60d_krw=-0.101067
AVGO,us_stock,USD,stress_response,Stress-period average return,positive,0.00084,low,0.00084,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,ai_capex_proxy|semiconductor_proxy|usd_exposure,avg_stress_ret_krw=0.00084
BNB-USD,crypto,USD,market_beta_sp500,S&P500 beta,positive,1.030875,high,1.030875,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=1.030875
BNB-USD,crypto,USD,downside_beta_sp500,S&P500 downside beta,positive,1.221815,high,1.221815,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=1.221815
BNB-USD,crypto,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.504468,medium,0.504468,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.504468
BNB-USD,crypto,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.241876,low,-0.241876,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.241876
BNB-USD,crypto,USD,stress_response,Stress-period average return,positive,0.008653,high,0.008653,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=0.008653
BRK-B,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.832771,medium,0.832771,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.832771
BRK-B,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.825047,medium,0.825047,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.825047
BRK-B,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.409711,medium,0.409711,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.409711
BRK-B,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.311715,medium,-0.311715,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.311715
BRK-B,us_stock,USD,stress_response,Stress-period average return,negative,0.001186,low,-0.001186,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=-0.001186
BTC-USD,crypto,USD,market_beta_sp500,S&P500 beta,positive,0.837991,medium,0.837991,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.837991
BTC-USD,crypto,USD,downside_beta_sp500,S&P500 downside beta,positive,0.931859,medium,0.931859,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.931859
BTC-USD,crypto,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.598353,medium,0.598353,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.598353
BTC-USD,crypto,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.342435,medium,-0.342435,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.342435
BTC-USD,crypto,USD,stress_response,Stress-period average return,positive,0.004874,high,0.004874,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=0.004874
COST,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.779396,medium,0.779396,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.779396
COST,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.777149,medium,0.777149,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.777149
COST,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.388402,medium,0.388402,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.388402
COST,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.448048,medium,-0.448048,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.448048
COST,us_stock,USD,stress_response,Stress-period average return,neutral,0.000158,low,-0.000158,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=-0.000158
DBC,commodity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.525167,medium,0.525167,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,inflation_proxy|usd_exposure,beta_sp500_1y_krw=0.525167
DBC,commodity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.610574,medium,0.610574,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,inflation_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.610574
DBC,commodity_etf,USD,corr_sp500_60d,S&P500 60d correlation,neutral,0.024075,low,-0.024075,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,inflation_proxy|usd_exposure,corr_sp500_60d_krw=-0.024075
DBC,commodity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.164121,low,-0.164121,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,inflation_proxy|usd_exposure,corr_kospi200_60d_krw=-0.164121
DBC,commodity_etf,USD,stress_response,Stress-period average return,negative,0.003664,high,-0.003664,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,inflation_proxy|usd_exposure,avg_stress_ret_krw=-0.003664
DIA,etf,USD,market_beta_sp500,S&P500 beta,positive,0.939249,medium,0.939249,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.939249
DIA,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.944099,medium,0.944099,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.944099
DIA,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.932596,high,0.932596,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.932596
DIA,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.336009,medium,-0.336009,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.336009
DIA,etf,USD,stress_response,Stress-period average return,negative,0.001311,low,-0.001311,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=-0.001311
EFA,etf,USD,market_beta_sp500,S&P500 beta,positive,0.936678,medium,0.936678,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.936678
EFA,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.96541,medium,0.96541,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.96541
EFA,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.8559,high,0.8559,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.8559
EFA,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.180661,low,-0.180661,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.180661
EFA,etf,USD,stress_response,Stress-period average return,negative,0.001541,medium,-0.001541,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=-0.001541
ETH-USD,crypto,USD,market_beta_sp500,S&P500 beta,positive,1.252555,high,1.252555,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=1.252555
ETH-USD,crypto,USD,downside_beta_sp500,S&P500 downside beta,positive,1.368258,high,1.368258,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=1.368258
ETH-USD,crypto,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.566825,medium,0.566825,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.566825
ETH-USD,crypto,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.239792,low,-0.239792,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.239792
ETH-USD,crypto,USD,stress_response,Stress-period average return,positive,0.00827,high,0.00827,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=0.00827
EWY,etf,USD,market_beta_sp500,S&P500 beta,positive,0.976603,medium,0.976603,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,korea_equity_proxy|usd_exposure,beta_sp500_1y_krw=0.976603
EWY,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.991222,medium,0.991222,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,korea_equity_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.991222
EWY,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.672892,high,0.672892,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,korea_equity_proxy|usd_exposure,corr_sp500_60d_krw=0.672892
EWY,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.069312,low,0.069312,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,korea_equity_proxy|usd_exposure,corr_kospi200_60d_krw=0.069312
EWY,etf,USD,stress_response,Stress-period average return,negative,0.003203,high,-0.003203,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,korea_equity_proxy|usd_exposure,avg_stress_ret_krw=-0.003203
GLD,gold_etf,USD,market_beta_sp500,S&P500 beta,positive,0.264537,low,0.264537,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|inflation_proxy|usd_exposure,beta_sp500_1y_krw=0.264537
GLD,gold_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.268143,low,0.268143,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|inflation_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.268143
GLD,gold_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.525882,medium,0.525882,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|inflation_proxy|usd_exposure,corr_sp500_60d_krw=0.525882
GLD,gold_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.004947,low,0.004947,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|inflation_proxy|usd_exposure,corr_kospi200_60d_krw=0.004947
GLD,gold_etf,USD,stress_response,Stress-period average return,negative,0.000627,low,-0.000627,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|inflation_proxy|usd_exposure,avg_stress_ret_krw=-0.000627
GOOGL,us_stock,USD,market_beta_sp500,S&P500 beta,positive,1.02464,high,1.02464,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,ai_capex_proxy|usd_exposure,beta_sp500_1y_krw=1.02464
GOOGL,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.992943,medium,0.992943,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,ai_capex_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.992943
GOOGL,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.615423,high,0.615423,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,ai_capex_proxy|usd_exposure,corr_sp500_60d_krw=0.615423
GOOGL,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.107407,low,-0.107407,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,ai_capex_proxy|usd_exposure,corr_kospi200_60d_krw=-0.107407
GOOGL,us_stock,USD,stress_response,Stress-period average return,negative,0.003505,high,-0.003505,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,ai_capex_proxy|usd_exposure,avg_stress_ret_krw=-0.003505
HD,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.997824,medium,0.997824,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.997824
HD,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.986758,medium,0.986758,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.986758
HD,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.620101,high,0.620101,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.620101
HD,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.208392,low,-0.208392,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.208392
HD,us_stock,USD,stress_response,Stress-period average return,neutral,0.000454,low,0.000454,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=0.000454
HYG,bond_etf,USD,market_beta_sp500,S&P500 beta,positive,0.493717,medium,0.493717,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,credit_proxy|defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=0.493717
HYG,bond_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.49202,medium,0.49202,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,credit_proxy|defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.49202
HYG,bond_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.817016,high,0.817016,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,credit_proxy|defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.817016
HYG,bond_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.466129,medium,-0.466129,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,credit_proxy|defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.466129
HYG,bond_etf,USD,stress_response,Stress-period average return,negative,0.001305,low,-0.001305,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,credit_proxy|defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=-0.001305
IAU,gold_etf,USD,market_beta_sp500,S&P500 beta,positive,0.26306,low,0.26306,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|inflation_proxy|usd_exposure,beta_sp500_1y_krw=0.26306
IAU,gold_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.265932,low,0.265932,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|inflation_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.265932
IAU,gold_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.528275,medium,0.528275,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|inflation_proxy|usd_exposure,corr_sp500_60d_krw=0.528275
IAU,gold_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.006124,low,0.006124,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|inflation_proxy|usd_exposure,corr_kospi200_60d_krw=0.006124
IAU,gold_etf,USD,stress_response,Stress-period average return,negative,0.000527,low,-0.000527,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|inflation_proxy|usd_exposure,avg_stress_ret_krw=-0.000527
IEF,bond_etf,USD,market_beta_sp500,S&P500 beta,positive,0.159029,low,0.159029,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=0.159029
IEF,bond_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.108459,low,0.108459,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.108459
IEF,bond_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.723184,high,0.723184,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.723184
IEF,bond_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.425285,medium,-0.425285,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.425285
IEF,bond_etf,USD,stress_response,Stress-period average return,neutral,0.000289,low,0.000289,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=0.000289
ITA,etf,USD,market_beta_sp500,S&P500 beta,positive,0.969284,medium,0.969284,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,beta_sp500_1y_krw=0.969284
ITA,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,1.024695,high,1.024695,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|usd_exposure,downside_beta_sp500_1y_krw=1.024695
ITA,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.703063,high,0.703063,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,corr_sp500_60d_krw=0.703063
ITA,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.013939,low,-0.013939,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|usd_exposure,corr_kospi200_60d_krw=-0.013939
ITA,etf,USD,stress_response,Stress-period average return,negative,0.002696,medium,-0.002696,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|usd_exposure,avg_stress_ret_krw=-0.002696
IWM,etf,USD,market_beta_sp500,S&P500 beta,positive,1.091852,high,1.091852,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=1.091852
IWM,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,1.090414,high,1.090414,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=1.090414
IWM,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.898612,high,0.898612,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.898612
IWM,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.232213,low,-0.232213,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.232213
IWM,etf,USD,stress_response,Stress-period average return,negative,0.001818,medium,-0.001818,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=-0.001818
JNJ,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.642646,medium,0.642646,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=0.642646
JNJ,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.640549,medium,0.640549,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.640549
JNJ,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.553375,medium,0.553375,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.553375
JNJ,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.305057,medium,-0.305057,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.305057
JNJ,us_stock,USD,stress_response,Stress-period average return,negative,0.000541,low,-0.000541,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=-0.000541
JPM,us_stock,USD,market_beta_sp500,S&P500 beta,positive,1.270589,high,1.270589,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,credit_proxy|korea_financial_proxy|usd_exposure,beta_sp500_1y_krw=1.270589
JPM,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,1.262468,high,1.262468,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,credit_proxy|korea_financial_proxy|usd_exposure,downside_beta_sp500_1y_krw=1.262468
JPM,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.621544,high,0.621544,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,credit_proxy|korea_financial_proxy|usd_exposure,corr_sp500_60d_krw=0.621544
JPM,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.270461,low,-0.270461,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,credit_proxy|korea_financial_proxy|usd_exposure,corr_kospi200_60d_krw=-0.270461
JPM,us_stock,USD,stress_response,Stress-period average return,positive,0.001095,low,0.001095,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,credit_proxy|korea_financial_proxy|usd_exposure,avg_stress_ret_krw=0.001095
KO,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.652714,medium,0.652714,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=0.652714
KO,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.703882,medium,0.703882,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.703882
KO,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.449796,medium,0.449796,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.449796
KO,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.290229,low,-0.290229,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.290229
KO,us_stock,USD,stress_response,Stress-period average return,negative,0.002396,medium,-0.002396,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=-0.002396
LQD,bond_etf,USD,market_beta_sp500,S&P500 beta,positive,0.29572,low,0.29572,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,credit_proxy|defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=0.29572
LQD,bond_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.287431,low,0.287431,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,credit_proxy|defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.287431
LQD,bond_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.783587,high,0.783587,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,credit_proxy|defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.783587
LQD,bond_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.46256,medium,-0.46256,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,credit_proxy|defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.46256
LQD,bond_etf,USD,stress_response,Stress-period average return,negative,0.000832,low,-0.000832,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,credit_proxy|defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=-0.000832
MA,us_stock,USD,market_beta_sp500,S&P500 beta,positive,1.09473,high,1.09473,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,credit_proxy|korea_financial_proxy|usd_exposure,beta_sp500_1y_krw=1.09473
