ticker,asset_class,currency,vol_annual,mdd_1y,var_95_1y,cvar_95_1y,beta_sp500_1y,downside_beta_sp500_1y,beta_ks200_1y,downside_beta_ks200_1y,corr_sp500_60d,corr_kospi200_60d,beta_soxx_1y,downside_beta_soxx_1y,corr_soxx_60d,beta_uso_1y,beta_gld_1y,avg_stress_ret,adv_60,vol_annual_krw,mdd_1y_krw,var_95_1y_krw,cvar_95_1y_krw,beta_sp500_1y_krw,downside_beta_sp500_1y_krw,beta_ks200_1y_krw,downside_beta_ks200_1y_krw,corr_sp500_60d_krw,corr_kospi200_60d_krw,beta_soxx_1y_krw,downside_beta_soxx_1y_krw,corr_soxx_60d_krw,beta_usdkrw_1y,beta_uso_1y_krw,beta_gld_1y_krw,beta_kr_financial_basket_1y_krw,avg_stress_ret_krw,return_observation_count,stress_observation_count,sp500_overlap_count,ks200_overlap_count,soxx_overlap_count,usdkrw_overlap_count,uso_overlap_count,gld_overlap_count,kr_financial_overlap_count,annual_return_1y_krw,sharpe_1y_krw_proxy,data_version
MA,us_stock,USD,0.326306,-0.168081,-0.024711,-0.03791,1.09473,1.061371,0.08654,0.076894,0.50905,-0.225858,0.304934,0.244507,-0.020445,0.236603,0.207244,0.000256,2650773448003.7104,0.326306,-0.168081,-0.024711,-0.03791,1.09473,1.061371,0.08654,0.076894,0.50905,-0.225858,0.304934,0.244507,-0.020445,0.568371,0.236603,0.207244,0.026386,0.000256,4862,261,4862,4595,1262,4283,4862,4862,4621,-0.057314,-0.35301,20260520
META,us_stock,USD,0.401813,-0.272554,-0.03007,-0.048301,1.20788,1.232336,0.039243,0.071925,0.678889,-0.030162,0.649305,0.655265,0.42043,0.130361,0.204525,-0.002534,14084123730226.2,0.401813,-0.272554,-0.03007,-0.048301,1.20788,1.232336,0.039243,0.071925,0.678889,-0.030162,0.649305,0.655265,0.42043,0.609603,0.130361,0.204525,-0.031908,-0.002534,3519,125,3519,3318,1262,3101,3519,3519,3325,0.023152,-0.019467,20260520
MSFT,us_stock,USD,0.288291,-0.303358,-0.024519,-0.037992,1.051467,1.037948,0.023609,-0.001375,0.565994,-0.224418,0.436115,0.40973,0.094292,0.200478,0.236147,-0.002233,20068965145945.06,0.288291,-0.303358,-0.024519,-0.037992,1.051467,1.037948,0.023609,-0.001375,0.565994,-0.224418,0.436115,0.40973,0.094292,0.643742,0.200478,0.236147,-0.037682,-0.002233,4862,261,4862,4595,1262,4283,4862,4862,4621,0.008304,-0.087601,20260520
NVDA,us_stock,USD,0.490917,-0.151755,-0.034386,-0.043325,1.440743,1.371063,0.173598,0.099033,0.680804,0.012731,1.136414,1.196496,0.593537,0.254502,0.211225,-0.0007,47875890845838.53,0.490917,-0.151755,-0.034386,-0.043325,1.440743,1.371063,0.173598,0.099033,0.680804,0.012731,1.136414,1.196496,0.593537,0.4523,0.254502,0.211225,0.015787,-0.0007,4862,261,4862,4595,1262,4283,4862,4862,4621,0.76226,2.132909,20260520
PFE,us_stock,USD,0.253869,-0.120326,-0.025168,-0.031663,0.768107,0.767355,-0.027036,0.001562,0.472394,-0.107669,0.113302,0.064345,0.141958,0.146175,0.272,-0.000488,1470560436158.5999,0.253869,-0.120326,-0.025168,-0.031663,0.768107,0.767355,-0.027036,0.001562,0.472394,-0.107669,0.113302,0.064345,0.141958,0.741275,0.146175,0.272,-0.04905,-0.000488,4862,261,4862,4595,1262,4283,4862,4862,4621,0.307294,1.069247,20260520
PG,us_stock,USD,0.213666,-0.131382,-0.01891,-0.026504,0.660178,0.648318,-0.071861,-0.034943,0.534625,-0.259152,0.062946,0.034524,0.298375,0.130303,0.307337,-0.001366,2075589550049.7344,0.213666,-0.131382,-0.01891,-0.026504,0.660178,0.648318,-0.071861,-0.034943,0.534625,-0.259152,0.062946,0.034524,0.298375,0.793393,0.130303,0.307337,-0.064354,-0.001366,4862,261,4862,4595,1262,4283,4862,4862,4621,-0.029764,-0.305274,20260520
PPA,etf,USD,0.223796,-0.112175,-0.020424,-0.026717,0.938522,0.972539,0.057629,0.043355,0.751124,-0.070599,0.315045,0.366559,0.505248,0.21554,0.256616,-0.002299,72980261557.41698,0.223796,-0.112175,-0.020424,-0.026717,0.938522,0.972539,0.057629,0.043355,0.751124,-0.070599,0.315045,0.366559,0.505248,0.621817,0.21554,0.256616,0.003263,-0.002299,4862,261,4862,4595,1262,4283,4862,4862,4621,0.352785,1.536799,20260520
QQQ,etf,USD,0.23138,-0.081395,-0.018849,-0.023469,1.038819,0.999924,0.050553,0.007797,0.961458,-0.176036,0.559602,0.591205,0.796934,0.192257,0.239019,-0.001386,51018571421020.74,0.23138,-0.081395,-0.018849,-0.023469,1.038819,0.999924,0.050553,0.007797,0.961458,-0.176036,0.559602,0.591205,0.796934,0.594765,0.192257,0.239019,-0.025078,-0.001386,4862,261,4862,4595,1262,4283,4862,4862,4621,0.454583,2.389196,20260520
SHY,bond_etf,USD,0.131089,-0.04392,-0.008896,-0.013906,0.230471,0.188922,-0.132601,-0.138328,0.63815,-0.441287,0.036487,0.015002,0.123683,0.076805,0.344435,-1.1e-05,598507121135.5558,0.131089,-0.04392,-0.008896,-0.013906,0.230471,0.188922,-0.132601,-0.138328,0.63815,-0.441287,0.036487,0.015002,0.123683,0.945886,0.076805,0.344435,-0.085323,-1.1e-05,4862,261,4862,4595,1262,4283,4862,4862,4621,0.115611,0.909082,20260520
SOL-USD,crypto,USD,0.998094,-0.673184,-0.06081,-0.086071,1.6497,1.573393,-0.082661,-0.132408,0.49888,-0.236567,0.771445,0.909429,0.386061,0.115364,0.345767,0.011753,554170248854934.2,0.998094,-0.673184,-0.06081,-0.086071,1.6497,1.573393,-0.082661,-0.132408,0.49888,-0.236567,0.771445,0.909429,0.386061,0.298652,0.115364,0.345767,0.00379,0.011753,2230,66,1534,1492,1262,1587,1534,1534,1491,-0.577065,-0.99362,20260520
SPY,etf,USD,0.207136,-0.060534,-0.014618,-0.02068,1.0,1.0,0.053943,0.045374,1.0,-0.252671,0.405749,0.429316,0.687736,0.214756,0.242408,-0.001459,72532770356114.42,0.207136,-0.060534,-0.014618,-0.02068,1.0,1.0,0.053943,0.045374,1.0,-0.252671,0.405749,0.429316,0.687736,0.606711,0.214756,0.242408,-0.004134,-0.001459,4862,261,4862,4595,1262,4283,4862,4862,4621,0.347581,2.178702,20260520
TIP,bond_etf,USD,0.142775,-0.035521,-0.008776,-0.014924,0.210165,0.187675,-0.119072,-0.101518,0.660245,-0.414626,0.04755,0.020821,0.146496,0.084062,0.389697,-0.000605,394454122760.1819,0.142775,-0.035521,-0.008776,-0.014924,0.210165,0.187675,-0.119072,-0.101518,0.660245,-0.414626,0.04755,0.020821,0.146496,0.928513,0.084062,0.389697,-0.073093,-0.000605,4862,261,4862,4595,1262,4283,4862,4862,4621,0.122531,0.932491,20260520
TLT,bond_etf,USD,0.204787,-0.05765,-0.011231,-0.018103,0.052524,-0.02043,-0.192412,-0.180804,0.719641,-0.39256,0.036099,-0.003626,0.271074,-0.005012,0.447235,0.000645,4175625624321.1646,0.204787,-0.05765,-0.011231,-0.018103,0.052524,-0.02043,-0.192412,-0.180804,0.719641,-0.39256,0.036099,-0.003626,0.271074,0.999828,-0.005012,0.447235,-0.118985,0.000645,4862,261,4862,4595,1262,4283,4862,4862,4621,0.085931,0.429567,20260520
TSLA,us_stock,USD,0.577813,-0.29582,-0.043229,-0.060494,1.437899,1.484979,0.171326,0.03361,0.674402,0.027606,0.860251,0.943601,0.541933,0.253829,0.281763,-0.002331,35747932577633.39,0.577813,-0.29582,-0.043229,-0.060494,1.437899,1.484979,0.171326,0.03361,0.674402,0.027606,0.860251,0.943601,0.541933,0.622267,0.253829,0.281763,0.02388,-0.002331,3996,153,3996,3766,1262,3522,3996,3996,3781,0.229558,0.421257,20260520
UNH,us_stock,USD,0.333993,-0.256023,-0.029869,-0.058366,0.896259,0.912479,0.023813,0.044254,0.40728,-0.111939,0.126702,0.029771,0.230973,0.179783,0.189151,-0.002754,3955335550277.7007,0.333993,-0.256023,-0.029869,-0.058366,0.896259,0.912479,0.023813,0.044254,0.40728,-0.111939,0.126702,0.029771,0.230973,0.672909,0.179783,0.189151,-0.034948,-0.002754,4862,261,4862,4595,1262,4283,4862,4862,4621,0.498333,1.112945,20260520
USO,commodity_etf,USD,0.383471,-0.181397,-0.037892,-0.06022,0.736037,0.969535,0.078254,0.178686,-0.29091,-0.182354,0.097972,0.167619,-0.489977,1.0,0.470472,-0.004588,6164918368774.204,0.383471,-0.181397,-0.037892,-0.06022,0.736037,0.969535,0.078254,0.178686,-0.29091,-0.182354,0.097972,0.167619,-0.489977,0.687895,1.0,0.470472,-0.004012,-0.004588,4862,261,4862,4595,1262,4283,4862,4862,4621,1.399582,2.975106,20260520
V,us_stock,USD,0.29271,-0.15573,-0.023723,-0.035949,0.989493,0.952818,0.042531,-6.4e-05,0.509729,-0.25083,0.277606,0.233524,0.085073,0.203584,0.176408,-0.000509,3298244453812.773,0.29271,-0.15573,-0.023723,-0.035949,0.989493,0.952818,0.042531,-6.4e-05,0.509729,-0.25083,0.277606,0.233524,0.085073,0.601533,0.203584,0.176408,0.00926,-0.000509,4558,231,4558,4307,1262,4011,4558,4558,4332,-0.01106,-0.164186,20260520
VNQ,etf,USD,0.296892,-0.06859,-0.015384,-0.024007,1.073938,1.173857,0.044474,-0.030305,0.751108,-0.343155,0.244995,0.240428,0.351369,0.203201,0.228145,-0.001066,501934371870.6984,0.296892,-0.06859,-0.015384,-0.024007,1.073938,1.173857,0.044474,-0.030305,0.751108,-0.343155,0.244995,0.240428,0.351369,0.472656,0.203201,0.228145,-0.008032,-0.001066,4862,261,4862,4595,1262,4283,4862,4862,4621,0.184083,0.975693,20260520
VTI,etf,USD,0.20944,-0.057382,-0.014509,-0.020971,1.00542,1.005073,0.057279,0.041795,0.998089,-0.25599,0.414542,0.438566,0.692171,0.216535,0.25011,-0.001582,2308727785540.4253,0.20944,-0.057382,-0.014509,-0.020971,1.00542,1.005073,0.057279,0.041795,0.998089,-0.25599,0.414542,0.438566,0.692171,0.606155,0.216535,0.25011,-0.002605,-0.001582,4862,261,4862,4595,1262,4283,4862,4862,4621,0.343064,2.100719,20260520
VXUS,etf,USD,0.184032,-0.081038,-0.017503,-0.023777,0.872165,0.905659,0.134805,0.132739,0.872735,-0.129034,0.323027,0.321703,0.730891,0.182065,0.291901,-0.001139,907553388447.8687,0.184032,-0.081038,-0.017503,-0.023777,0.872165,0.905659,0.134805,0.132739,0.872735,-0.129034,0.323027,0.321703,0.730891,0.522215,0.182065,0.291901,0.044107,-0.001139,3848,153,3848,3623,1262,3392,3848,3848,3637,0.390757,2.204968,20260520
XLE,etf,USD,0.305935,-0.142544,-0.025587,-0.033819,1.08371,1.199325,0.144921,0.147204,0.132459,-0.370054,0.227642,0.294031,-0.170247,0.515791,0.325781,-0.002884,4514352933179.832,0.305935,-0.142544,-0.025587,-0.033819,1.08371,1.199325,0.144921,0.147204,0.132459,-0.370054,0.227642,0.294031,-0.170247,0.55813,0.515791,0.325781,0.038703,-0.002884,4862,261,4862,4595,1262,4283,4862,4862,4621,0.580802,2.305183,20260520
XLP,etf,USD,0.17889,-0.071573,-0.0156,-0.0223,0.669283,0.672628,-0.045659,-0.011808,0.562463,-0.405963,0.111958,0.084763,0.167711,0.14016,0.291782,-0.00134,1919142658012.324,0.17889,-0.071573,-0.0156,-0.0223,0.669283,0.672628,-0.045659,-0.011808,0.562463,-0.405963,0.111958,0.084763,0.167711,0.77886,0.14016,0.291782,-0.048446,-0.00134,4862,261,4862,4595,1262,4283,4862,4862,4621,0.167172,0.857109,20260520
XLU,etf,USD,0.210708,-0.079573,-0.017659,-0.026197,0.707173,0.722062,-0.003554,0.043912,0.546426,-0.298919,0.126722,0.127472,0.20499,0.143405,0.328032,-0.002025,1650141913885.7173,0.210708,-0.079573,-0.017659,-0.026197,0.707173,0.722062,-0.003554,0.043912,0.546426,-0.298919,0.126722,0.127472,0.20499,0.700237,0.143405,0.328032,-0.024253,-0.002025,4862,261,4862,4595,1262,4283,4862,4862,4621,0.192682,0.952044,20260520
XLV,etf,USD,0.194994,-0.103763,-0.016228,-0.022281,0.782178,0.757529,-0.017298,-0.007604,0.739868,-0.362264,0.185557,0.151942,0.29225,0.145794,0.265443,-0.001158,2648432768783.628,0.194994,-0.103763,-0.016228,-0.022281,0.782178,0.757529,-0.017298,-0.007604,0.739868,-0.362264,0.185557,0.151942,0.29225,0.722221,0.145794,0.265443,-0.043199,-0.001158,4862,261,4862,4595,1262,4283,4862,4862,4621,0.218988,1.070167,20260520
XOM,us_stock,USD,0.281613,-0.19099,-0.02822,-0.038146,0.918331,0.994039,0.036464,0.010724,0.017011,-0.357067,0.149279,0.176605,-0.254268,0.417595,0.321532,-0.001613,4816132813180.873,0.281613,-0.19099,-0.02822,-0.038146,0.918331,0.994039,0.036464,0.010724,0.017011,-0.357067,0.149279,0.176605,-0.254268,0.672014,0.417595,0.321532,-0.009184,-0.001613,4862,261,4862,4595,1262,4283,4862,4862,4621,0.656503,2.319751,20260520
XRP-USD,crypto,USD,0.934029,-0.591478,-0.046916,-0.075207,0.9737,1.031101,-0.014218,0.030365,0.624147,-0.199759,0.588426,0.530694,0.472983,0.100076,0.23315,0.004639,4501635835083.748,0.934029,-0.591478,-0.046916,-0.075207,0.9737,1.031101,-0.014218,0.030365,0.624147,-0.199759,0.588426,0.530694,0.472983,0.103891,0.100076,0.23315,0.073532,0.004639,3113,107,2140,2085,1262,2216,2140,2140,2084,-0.493731,-0.903743,20260520
