candidate_ticker,candidate_bucket,risk_bucket_match,input_aware_score,status,message,hedge_weight_pct,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,allocation_method,allocation_weights,allocation_objective_reason,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,base_downside_beta_sp500_krw,proposed_downside_beta_sp500_krw,base_corr_kospi200_krw,proposed_corr_kospi200_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,annual_return_improve,annual_return_improve_pct,downside_beta_improve,kospi_corr_improve,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,score_component_scenario,score_component_concentration,recommendation_status,gate_fail_reasons,reference_reason,dq_warning_reasons,dq_blocking_reasons,dq_penalty,recommendation_confidence_score,base_scenario_vulnerability,proposed_scenario_vulnerability,base_gate_vulnerability,proposed_gate_vulnerability,scenario_vulnerability_delta,gate_vulnerability_delta,scenario_score_component,scenario_vulnerability_reduction,adverse_scenario_penalty,factor_concentration_penalty,recommended_role,candidate_role,candidate_role_reason_ko,scenario_reason_ko,final_score,recommendation_reason,weights_snapshot,backtest_gate_status,backtest_total_evaluated_count,backtest_total_worsened_count,backtest_target_evaluated_count,backtest_target_improved_count,backtest_target_mixed_count,backtest_target_worsened_count,backtest_target_insufficient_history_count,backtest_target_beats_cash_count,backtest_target_mixed_cash_count,backtest_target_lags_cash_count,backtest_target_bootstrap_count,backtest_target_bootstrap_robust_count,backtest_target_bootstrap_uncertain_count,backtest_target_bootstrap_min_p_improve,backtest_target_bootstrap_avg_p_improve,backtest_target_avg_cash_net_stress_delta,backtest_target_min_cash_net_stress_delta,backtest_target_avg_cash_net_mdd_delta,backtest_target_min_cash_net_mdd_delta,backtest_target_avg_cash_net_cvar_delta,backtest_target_min_cash_net_cvar_delta,backtest_target_max_turnover,backtest_context_worsened_count,backtest_evaluated_count,backtest_improved_count,backtest_mixed_count,backtest_worsened_count,backtest_insufficient_history_count,backtest_reason,liquidity_order_notional_krw,liquidity_adv_usage_pct,liquidity_capacity_status,formal_gate_blockers,formal_gate_blocker_count,formal_gate_blocker_summary,user_recommendation_label,active_adverse_scenarios
XLP,defensive,core_hedge,0.556734,FAIL,FAIL: 연환산 수익률 훼손 하드 게이트,20.0,20.0,,,,,1,single_asset_budget,"{""XLP"": 20.0}",single candidate allocation,0.21748,0.188652,-0.293939,-0.266135,-0.029725,-0.0259,0.381285,0.330134,1.615249,1.590939,-0.000914,-0.000908,0.279977,0.423142,0.76943,0.742751,0.750579,0.72976,0.338346,0.240672,13.255612,9.459227,12.868195,5e-06,-0.143165,0.026679,0.026679,-0.02431,-1.50505,-0.051151,-13.415468,0.020819,0.097674,1919142658012.324,0.605975,0.687297,0.519853,0.188862,0.42799,0.271161,0.540246,0.5,FAIL_GATE,연환산 수익률 훼손 하드 게이트,,DQ WARN non-blocking - XLP: fx_missing_warn,,0.1,0.9,0.341908,0.301662,0.355571,0.338048,-0.040246,-0.017523,0.540246,0.040246,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,XLP: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.488454,"MDD 개선, CVaR 개선, 현재 장세 취약도 개선 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""XLP"": 20.0}",VALIDATION_INSUFFICIENT,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,target-scenario historical validation has insufficient history; 검증 부족,,,OK_ADV_FLOOR_NO_ORDER_SIZE,fail_gate|validation_insufficient,2,Candidate failed a hard gate.; Target stress validation has insufficient history.,기준 미통과,core_hedge
XLU,defensive,core_hedge,0.541638,FAIL,FAIL: Stress 개선 미달,20.0,20.0,,,,,1,single_asset_budget,"{""XLU"": 20.0}",single candidate allocation,0.21748,0.190456,-0.293939,-0.288844,-0.029725,-0.025796,0.381285,0.338546,1.615249,1.620039,-0.000914,-0.001046,0.279977,0.421813,0.76943,0.749651,0.750579,0.739668,0.338346,0.243777,12.426117,1.733343,13.214858,-0.000132,-0.141837,0.019779,0.019779,0.00479,0.296569,-0.042739,-11.209132,0.010911,0.094569,1650141913885.7173,0.623698,0.48717,0.359337,0.165568,0.541762,0.231637,0.536034,0.5,FAIL_GATE,Stress 개선 미달,annual return drag soft warning,DQ WARN non-blocking - XLU: fx_missing_warn,,0.1,0.9,0.341908,0.305875,0.355571,0.34305,-0.036034,-0.012521,0.536034,0.036034,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,XLU: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.458347,"CVaR 개선, Sharpe 개선, 현재 장세 취약도 개선 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""XLU"": 20.0}",VALIDATION_INSUFFICIENT,8,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0,0,0,0,0,target-scenario historical validation has insufficient history; 검증 부족,,,OK_ADV_FLOOR_NO_ORDER_SIZE,fail_gate|validation_insufficient|return_drag_reference,3,Candidate failed a hard gate.; Target stress validation has insufficient history.; Pre-backtest scoring kept the candidate reference-only because of return drag.,기준 미통과,core_hedge
XLV,defensive,core_hedge,0.537805,FAIL,FAIL: 연환산 수익률 훼손 하드 게이트,20.0,20.0,,,,,1,single_asset_budget,"{""XLV"": 20.0}",single candidate allocation,0.21748,0.193399,-0.293939,-0.274162,-0.029725,-0.026594,0.381285,0.329479,1.615249,1.5485,-0.000914,-0.000741,0.279977,0.463456,0.76943,0.769029,0.750579,0.749117,0.338346,0.239753,11.072777,6.728348,10.531668,0.000173,-0.183479,0.0004,0.0004,-0.066749,-4.132431,-0.051806,-13.587271,0.001461,0.098593,2648432768783.628,0.486519,0.616558,0.714952,0.100145,0.262072,0.378313,0.533763,0.5,FAIL_GATE,연환산 수익률 훼손 하드 게이트,,DQ WARN non-blocking - XLV: fx_missing_warn,,0.1,0.9,0.341908,0.308146,0.355571,0.348095,-0.033763,-0.007476,0.533763,0.033763,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,XLV: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.459969,"Stress 방어, MDD 개선, 현재 장세 취약도 개선 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""XLV"": 20.0}",VALIDATION_INSUFFICIENT,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,target-scenario historical validation has insufficient history; 검증 부족,,,OK_ADV_FLOOR_NO_ORDER_SIZE,fail_gate|validation_insufficient,2,Candidate failed a hard gate.; Target stress validation has insufficient history.,기준 미통과,core_hedge
USO,commodity_energy,stagflation_reinflation_energy_shock,0.53439,FAIL,FAIL: MDD 개선 미달; Stress 개선 미달; downside beta 증가 하드 게이트,20.0,20.0,,,,,1,single_asset_budget,"{""USO"": 20.0}",single candidate allocation,0.21748,0.207486,-0.293939,-0.344126,-0.029725,-0.029423,0.381285,0.337384,1.615249,1.481467,-0.000914,-0.001354,0.279977,0.013035,0.76943,0.744892,0.750579,0.821181,0.338346,0.128039,4.59555,-17.07381,1.01549,-0.00044,0.266942,0.024538,0.266942,-0.133782,-8.282455,-0.043901,-11.514071,-0.070602,0.210308,6164918368774.204,0.0,0.0,0.0,1.0,0.0,0.89498,0.535295,0.5,FAIL_GATE,MDD 개선 미달; Stress 개선 미달; downside beta 증가 하드 게이트,Sharpe soft warning; annual return drag soft warning,DQ WARN non-blocking - USO: fx_missing_warn,,0.1,0.9,0.341908,0.306613,0.355571,0.318784,-0.035295,-0.036787,0.535295,0.035295,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,USO: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.263451,"노출(beta/corr) 감소, 유동성 양호, 현재 장세 취약도 개선 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""USO"": 20.0}",VALIDATION_THIN,8,2,1,1,0,0,0,0,0,1,1,0,1,0.76,0.76,0.049014,0.049014,-0.063513,-0.063513,-0.003687,-0.003687,0.2,2,1,1,0,0,0,target-scenario backtest has only 1 evaluated stress case; 표본 부족,,,OK_ADV_FLOOR_NO_ORDER_SIZE,fail_gate|validation_thin|cash_baseline_lag|bootstrap_not_robust|return_drag_reference,5,Candidate failed a hard gate.; Target stress validation sample is too small for formal use.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; Pre-backtest scoring kept the candidate reference-only because of return drag.,기준 미통과,stagflation_reinflation_energy_shock
XLE,commodity_energy,stagflation_reinflation_energy_shock,0.488111,FAIL,FAIL: MDD 개선 미달; Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트,20.0,20.0,,,,,1,single_asset_budget,"{""XLE"": 20.0}",single candidate allocation,0.21748,0.20786,-0.293939,-0.3417,-0.029725,-0.028802,0.381285,0.339447,1.615249,1.488727,-0.000914,-0.001318,0.279977,0.30924,0.76943,0.813092,0.750579,0.839122,0.338346,0.18608,4.423704,-16.248599,3.10223,-0.000404,-0.029263,-0.043663,-0.029263,-0.126522,-7.832958,-0.041839,-10.973049,-0.088543,0.152266,4514352933179.832,0.106685,0.021376,0.042132,0.0,0.028386,0.652467,0.522627,0.5,FAIL_GATE,MDD 개선 미달; Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트,Sharpe soft warning; annual return drag soft warning,DQ WARN non-blocking - XLE: fx_missing_warn,,0.1,0.9,0.341908,0.319281,0.355571,0.34044,-0.022627,-0.015131,0.522627,0.022627,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,XLE: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.224211,"유동성 양호, Return drag control, 현재 장세 취약도 개선 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""XLE"": 20.0}",VALIDATION_THIN,8,2,1,1,0,0,0,0,0,1,1,0,1,0.95,0.95,0.08486,0.08486,-0.043499,-0.043499,-0.005413,-0.005413,0.2,2,1,1,0,0,0,target-scenario backtest has only 1 evaluated stress case; 표본 부족,,,OK_ADV_FLOOR_NO_ORDER_SIZE,fail_gate|validation_thin|cash_baseline_lag|bootstrap_not_robust|return_drag_reference,5,Candidate failed a hard gate.; Target stress validation sample is too small for formal use.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; Pre-backtest scoring kept the candidate reference-only because of return drag.,기준 미통과,stagflation_reinflation_energy_shock
TLT,bond,higher_for_longer_long_rate_shock,0.681554,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - TLT=30.0000%,30.0,30.0,,,,,1,single_asset_budget,"{""TLT"": 30.0}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 단일 자산 최대 20.0% 초과 - TLT=30.0000%,,,,0.0,1.0,,,,,,,,,,,,,,,0.535714,DQ confidence,"{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""TLT"": 30.0}",VALIDATION_THIN,8,0,1,1,0,0,0,0,0,1,1,0,1,0.185,0.185,-0.084772,-0.084772,-0.060828,-0.060828,-0.002778,-0.002778,0.3,0,1,1,0,0,0,target-scenario backtest has only 1 evaluated stress case; 표본 부족,,,MISSING_ADV,fail_gate|validation_thin|cash_baseline_lag|bootstrap_not_robust|liquidity_below_formal,5,Candidate failed a hard gate.; Target stress validation sample is too small for formal use.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,higher_for_longer_long_rate_shock
IEF,bond,higher_for_longer_long_rate_shock,0.658579,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - IEF=30.0000%,30.0,30.0,,,,,1,single_asset_budget,"{""IEF"": 30.0}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 단일 자산 최대 20.0% 초과 - IEF=30.0000%,,,,0.0,1.0,,,,,,,,,,,,,,,0.535714,DQ confidence,"{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IEF"": 30.0}",VALIDATION_THIN,8,0,1,1,0,0,0,0,0,1,1,0,1,0.37,0.37,-0.04456,-0.04456,-0.035911,-0.035911,-0.001718,-0.001718,0.3,0,1,1,0,0,0,target-scenario backtest has only 1 evaluated stress case; 표본 부족,,,MISSING_ADV,fail_gate|validation_thin|cash_baseline_lag|bootstrap_not_robust|liquidity_below_formal,5,Candidate failed a hard gate.; Target stress validation sample is too small for formal use.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,higher_for_longer_long_rate_shock
GLD,gold,stagflation_reinflation_energy_shock,0.646873,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - GLD=30.0000%,30.0,30.0,,,,,1,single_asset_budget,"{""GLD"": 30.0}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 단일 자산 최대 20.0% 초과 - GLD=30.0000%,,,,0.0,1.0,,,,,,,,,,,,,,,0.535714,DQ confidence,"{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""GLD"": 30.0}",VALIDATION_THIN,8,0,1,1,0,0,0,0,0,1,1,0,1,0.41,0.41,-0.024356,-0.024356,-0.03246,-0.03246,-0.002444,-0.002444,0.3,0,1,1,0,0,0,target-scenario backtest has only 1 evaluated stress case; 표본 부족,,,MISSING_ADV,fail_gate|validation_thin|cash_baseline_lag|bootstrap_not_robust|liquidity_below_formal,5,Candidate failed a hard gate.; Target stress validation sample is too small for formal use.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,stagflation_reinflation_energy_shock
SHY,bond,higher_for_longer_long_rate_shock,0.644897,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - SHY=30.0000%,30.0,30.0,,,,,1,single_asset_budget,"{""SHY"": 30.0}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 단일 자산 최대 20.0% 초과 - SHY=30.0000%,,,,0.0,1.0,,,,,,,,,,,,,,,0.535714,DQ confidence,"{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""SHY"": 30.0}",VALIDATION_THIN,8,0,1,1,0,0,0,0,0,1,1,0,1,0.625,0.625,-0.014566,-0.014566,-0.007435,-0.007435,-0.000469,-0.000469,0.3,0,1,1,0,0,0,target-scenario backtest has only 1 evaluated stress case; 표본 부족,,,MISSING_ADV,fail_gate|validation_thin|cash_baseline_lag|bootstrap_not_robust|liquidity_below_formal,5,Candidate failed a hard gate.; Target stress validation sample is too small for formal use.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,higher_for_longer_long_rate_shock
IAU,gold,stagflation_reinflation_energy_shock,0.629642,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - IAU=30.0000%,30.0,30.0,,,,,1,single_asset_budget,"{""IAU"": 30.0}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 단일 자산 최대 20.0% 초과 - IAU=30.0000%,,,,0.0,1.0,,,,,,,,,,,,,,,0.535714,DQ confidence,"{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 30.0}",VALIDATION_THIN,8,0,1,1,0,0,0,0,0,1,1,0,1,0.475,0.475,-0.023845,-0.023845,-0.032529,-0.032529,-0.002449,-0.002449,0.3,0,1,1,0,0,0,target-scenario backtest has only 1 evaluated stress case; 표본 부족,,,MISSING_ADV,fail_gate|validation_thin|cash_baseline_lag|bootstrap_not_robust|liquidity_below_formal,5,Candidate failed a hard gate.; Target stress validation sample is too small for formal use.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,stagflation_reinflation_energy_shock
DBC,commodity_energy,stagflation_reinflation_energy_shock,0.587538,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - DBC=30.0000%,30.0,30.0,,,,,1,single_asset_budget,"{""DBC"": 30.0}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 단일 자산 최대 20.0% 초과 - DBC=30.0000%,,,,0.0,1.0,,,,,,,,,,,,,,,0.535714,DQ confidence,"{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""DBC"": 30.0}",VALIDATION_THIN,8,1,1,1,0,0,0,0,0,1,1,0,1,0.785,0.785,0.048446,0.048446,-0.065285,-0.065285,-0.004003,-0.004003,0.3,1,1,1,0,0,0,target-scenario backtest has only 1 evaluated stress case; 표본 부족,,,MISSING_ADV,fail_gate|validation_thin|cash_baseline_lag|bootstrap_not_robust|liquidity_below_formal,5,Candidate failed a hard gate.; Target stress validation sample is too small for formal use.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,stagflation_reinflation_energy_shock
XLP,defensive,core_hedge,0.556734,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - XLP=30.0000%,30.0,30.0,,,,,1,single_asset_budget,"{""XLP"": 30.0}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 단일 자산 최대 20.0% 초과 - XLP=30.0000%,,,,0.0,1.0,,,,,,,,,,,,,,,0.535714,DQ confidence,"{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""XLP"": 30.0}",VALIDATION_INSUFFICIENT,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,target-scenario historical validation has insufficient history; 검증 부족,,,MISSING_ADV,fail_gate|validation_insufficient|liquidity_below_formal,3,Candidate failed a hard gate.; Target stress validation has insufficient history.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,core_hedge
XLU,defensive,core_hedge,0.541638,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - XLU=30.0000%,30.0,30.0,,,,,1,single_asset_budget,"{""XLU"": 30.0}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 단일 자산 최대 20.0% 초과 - XLU=30.0000%,,,,0.0,1.0,,,,,,,,,,,,,,,0.535714,DQ confidence,"{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""XLU"": 30.0}",VALIDATION_INSUFFICIENT,8,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0,0,0,0,0,target-scenario historical validation has insufficient history; 검증 부족,,,MISSING_ADV,fail_gate|validation_insufficient|liquidity_below_formal,3,Candidate failed a hard gate.; Target stress validation has insufficient history.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,core_hedge
XLV,defensive,core_hedge,0.537805,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - XLV=30.0000%,30.0,30.0,,,,,1,single_asset_budget,"{""XLV"": 30.0}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 단일 자산 최대 20.0% 초과 - XLV=30.0000%,,,,0.0,1.0,,,,,,,,,,,,,,,0.535714,DQ confidence,"{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""XLV"": 30.0}",VALIDATION_INSUFFICIENT,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,target-scenario historical validation has insufficient history; 검증 부족,,,MISSING_ADV,fail_gate|validation_insufficient|liquidity_below_formal,3,Candidate failed a hard gate.; Target stress validation has insufficient history.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,core_hedge
USO,commodity_energy,stagflation_reinflation_energy_shock,0.53439,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - USO=30.0000%,30.0,30.0,,,,,1,single_asset_budget,"{""USO"": 30.0}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 단일 자산 최대 20.0% 초과 - USO=30.0000%,,,,0.0,1.0,,,,,,,,,,,,,,,0.535714,DQ confidence,"{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""USO"": 30.0}",VALIDATION_THIN,8,4,1,1,0,0,0,0,0,1,1,0,1,0.75,0.75,0.073509,0.073509,-0.098234,-0.098234,-0.007815,-0.007815,0.3,4,1,1,0,0,0,target-scenario backtest has only 1 evaluated stress case; 표본 부족,,,MISSING_ADV,fail_gate|validation_thin|cash_baseline_lag|bootstrap_not_robust|liquidity_below_formal,5,Candidate failed a hard gate.; Target stress validation sample is too small for formal use.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,stagflation_reinflation_energy_shock
XLE,commodity_energy,stagflation_reinflation_energy_shock,0.488111,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - XLE=30.0000%,30.0,30.0,,,,,1,single_asset_budget,"{""XLE"": 30.0}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 단일 자산 최대 20.0% 초과 - XLE=30.0000%; target-scenario backtest worsened risk metrics; 정식 추천 불가,,,,0.0,1.0,,,,,,,,,,,,,,,0.535714,DQ confidence,"{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""XLE"": 30.0}",FAIL_BACKTEST,8,4,1,0,0,1,0,0,0,1,1,0,1,0.93,0.93,0.12727,0.12727,-0.068123,-0.068123,-0.009605,-0.009605,0.3,3,1,0,0,1,0,target-scenario backtest worsened risk metrics; 정식 추천 불가,,,MISSING_ADV,fail_gate|target_worsened|validation_thin|cash_baseline_lag|bootstrap_not_robust|liquidity_below_formal,6,Candidate failed a hard gate.; Target stress backtest worsened risk metrics.; Target stress validation sample is too small for formal use.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,stagflation_reinflation_energy_shock
