action_id,action_status,action_type,risk_sleeve,risk_sleeve_label_ko,scenario,risk_scenario_codes,source_tickers,source_asset,offset_tickers,candidate_tickers,hedge_asset,candidate_label,linked_recommendation_status,formal_gate_source,scenario_weight,before_sleeve_vulnerability,after_sleeve_vulnerability,vulnerability_delta,vulnerability_improve_pct,source_contribution_pct,contribution_pct,contribution_pct_of_sleeve,current_weight,proposed_weight,source_current_weight_pct,source_proposed_weight_pct,hedge_current_weight_pct,hedge_proposed_weight_pct,base_cvar_95,proposed_cvar_95,cvar_delta,base_mdd,proposed_mdd,mdd_delta,base_beta_sp500_krw,proposed_beta_sp500_krw,beta_delta,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,stress_delta,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,sharpe_delta,metric_source,metric_coverage_reason,turnover_pct,existing_portfolio_kept_pct,max_single_trim_pct,constraint_status,constraint_reasons,action_reason_ko,status_reason_ko,plain_korean_reason,expected_effect,rejected_reason_ko,can_execute_action,selected_in_action_plan,selection_reason_ko,not_selected_reason_ko,before_weights_json,after_weights_json
action_103,REVIEW_ACTION,TRIM_AND_HEDGE,rate_shock_growth_duration,장기금리·성장주 듀레이션,rate_shock_growth_duration,higher_for_longer_long_rate_shock,NVDA,NVDA,,TLT|IAU,TLT,TLT + IAU,REFERENCE_ONLY,,,0.4124587,0.37592753,-0.03653118,8.8569,44.9454,44.9454,44.9454,19.671008,14.671008,19.671008,14.671008,0.0,2.5,-0.029724515537877156,-0.027160576555541195,0.00256394,-0.29393945043893577,-0.2763432122890831,0.01759624,0.769429655515568,0.6905058106679489,-0.07892384,-0.000913795691816565,-0.0008731945378806269,4.06e-05,1.6152490595848201,1.5994343675321498,-0.01581469,computed_from_action_before_after_weights,,10.000002,94.999999,5.0,PASS,,"장기금리·성장주 듀레이션 취약성을 만든 NVDA에 대해 TLT, IAU로 원인 보유자산 일부 축소 후 헷지를 적용하면 sleeve 취약도 변화가 -0.0365입니다. 정식 추천 기준은 미달해 검토 후보입니다.",취약성 완화 효과는 있으나 linked recommendation status가 REFERENCE_ONLY라서 정식 실행 추천이 아니라 실행 전 검토 후보로 유지합니다.,"TLT + IAU 조정은 장기금리·성장주 듀레이션 취약성을 낮추는 검토안이며 전후 지표는 CVaR 개선, MDD 개선, stress 개선으로 확인됩니다.",취약성 0.0365 감소; CVaR 0.26%p 개선; MDD 1.76%p 개선; stress 0.00%p 개선; Sharpe 0.02 악화,"FORMAL_ACTION 제외 사유: 기존 추천 gate 상태가 REFERENCE_ONLY입니다. stress/backtest, CVaR·MDD 안정성, 거래 제약 검증이 추가로 충족되어야 정식 추천으로 올릴 수 있습니다.",False,True,취약성 기여가 큰 보유자산이 확인되어 단순 추가 헷지보다 TRIM_AND_HEDGE가 우선입니다.,,"{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 19.671008, ""XOM"": 11.253036}","{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""IAU"": 2.5, ""MSFT"": 19.671008, ""NVDA"": 14.671008, ""TLT"": 2.5, ""XOM"": 11.253036}"
action_099,REVIEW_ACTION,TRIM_AND_HEDGE,rate_shock_growth_duration,장기금리·성장주 듀레이션,rate_shock_growth_duration,higher_for_longer_long_rate_shock,NVDA,NVDA,,TLT|GLD,TLT,TLT + GLD,REFERENCE_ONLY,,,0.4124587,0.37594783,-0.03651088,8.852,44.9454,44.9454,44.9454,19.671008,14.671008,19.671008,14.671008,0.0,2.5,-0.029724515537877156,-0.02715889643299876,0.00256562,-0.29393945043893577,-0.27635713615099733,0.01758231,0.769429655515568,0.6905159119904459,-0.07891374,-0.000913795691816565,-0.0008737629646113012,4.003e-05,1.6152490595848201,1.5990601946423604,-0.01618886,computed_from_action_before_after_weights,,10.000002,94.999999,5.0,PASS,,"장기금리·성장주 듀레이션 취약성을 만든 NVDA에 대해 TLT, GLD로 원인 보유자산 일부 축소 후 헷지를 적용하면 sleeve 취약도 변화가 -0.0365입니다. 정식 추천 기준은 미달해 검토 후보입니다.",취약성 완화 효과는 있으나 linked recommendation status가 REFERENCE_ONLY라서 정식 실행 추천이 아니라 실행 전 검토 후보로 유지합니다.,"TLT + GLD 조정은 장기금리·성장주 듀레이션 취약성을 낮추는 검토안이며 전후 지표는 CVaR 개선, MDD 개선, stress 개선으로 확인됩니다.",취약성 0.0365 감소; CVaR 0.26%p 개선; MDD 1.76%p 개선; stress 0.00%p 개선; Sharpe 0.02 악화,"FORMAL_ACTION 제외 사유: 기존 추천 gate 상태가 REFERENCE_ONLY입니다. stress/backtest, CVaR·MDD 안정성, 거래 제약 검증이 추가로 충족되어야 정식 추천으로 올릴 수 있습니다.",False,False,,같은 risk sleeve에서 더 적합한 액션이 선택되어 후보 감사 목록에만 남겼습니다.,"{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 19.671008, ""XOM"": 11.253036}","{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""GLD"": 2.5, ""MSFT"": 19.671008, ""NVDA"": 14.671008, ""TLT"": 2.5, ""XOM"": 11.253036}"
action_105,REVIEW_ACTION,TRIM_AND_HEDGE,rate_shock_growth_duration,장기금리·성장주 듀레이션,rate_shock_growth_duration,higher_for_longer_long_rate_shock,NVDA,NVDA,,IEF|IAU,IEF,IEF + IAU,REFERENCE_ONLY,,,0.4124587,0.37739198,-0.03506673,8.5019,44.9454,44.9454,44.9454,19.671008,14.671008,19.671008,14.671008,0.0,2.5,-0.029724515537877156,-0.02720499922804013,0.00251952,-0.29393945043893577,-0.2766612556512261,0.01727819,0.769429655515568,0.6924406428506088,-0.07698901,-0.000913795691816565,-0.0008826581347422424,3.114e-05,1.6152490595848201,1.596398664520348,-0.0188504,computed_from_action_before_after_weights,,10.000002,94.999999,5.0,PASS,,"장기금리·성장주 듀레이션 취약성을 만든 NVDA에 대해 IEF, IAU로 원인 보유자산 일부 축소 후 헷지를 적용하면 sleeve 취약도 변화가 -0.0351입니다. 정식 추천 기준은 미달해 검토 후보입니다.",취약성 완화 효과는 있으나 linked recommendation status가 REFERENCE_ONLY라서 정식 실행 추천이 아니라 실행 전 검토 후보로 유지합니다.,"IEF + IAU 조정은 장기금리·성장주 듀레이션 취약성을 낮추는 검토안이며 전후 지표는 CVaR 개선, MDD 개선, stress 개선으로 확인됩니다.",취약성 0.0351 감소; CVaR 0.25%p 개선; MDD 1.73%p 개선; stress 0.00%p 개선; Sharpe 0.02 악화,"FORMAL_ACTION 제외 사유: 기존 추천 gate 상태가 REFERENCE_ONLY입니다. stress/backtest, CVaR·MDD 안정성, 거래 제약 검증이 추가로 충족되어야 정식 추천으로 올릴 수 있습니다.",False,False,,같은 risk sleeve에서 더 적합한 액션이 선택되어 후보 감사 목록에만 남겼습니다.,"{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 19.671008, ""XOM"": 11.253036}","{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""IAU"": 2.5, ""IEF"": 2.5, ""MSFT"": 19.671008, ""NVDA"": 14.671008, ""XOM"": 11.253036}"
action_107,REVIEW_ACTION,TRIM_AND_HEDGE,rate_shock_growth_duration,장기금리·성장주 듀레이션,rate_shock_growth_duration,higher_for_longer_long_rate_shock,NVDA,NVDA,,IEF|GLD,IEF,IEF + GLD,REFERENCE_ONLY,,,0.4124587,0.37741228,-0.03504643,8.497,44.9454,44.9454,44.9454,19.671008,14.671008,19.671008,14.671008,0.0,2.5,-0.029724515537877156,-0.02720343059416424,0.00252108,-0.29393945043893577,-0.2766753200768092,0.01726413,0.769429655515568,0.6924507441731058,-0.07697891,-0.000913795691816565,-0.0008832265614729171,3.057e-05,1.6152490595848201,1.5960250607469442,-0.019224,computed_from_action_before_after_weights,,10.000002,94.999999,5.0,PASS,,"장기금리·성장주 듀레이션 취약성을 만든 NVDA에 대해 IEF, GLD로 원인 보유자산 일부 축소 후 헷지를 적용하면 sleeve 취약도 변화가 -0.0350입니다. 정식 추천 기준은 미달해 검토 후보입니다.",취약성 완화 효과는 있으나 linked recommendation status가 REFERENCE_ONLY라서 정식 실행 추천이 아니라 실행 전 검토 후보로 유지합니다.,"IEF + GLD 조정은 장기금리·성장주 듀레이션 취약성을 낮추는 검토안이며 전후 지표는 CVaR 개선, MDD 개선, stress 개선으로 확인됩니다.",취약성 0.0350 감소; CVaR 0.25%p 개선; MDD 1.73%p 개선; stress 0.00%p 개선; Sharpe 0.02 악화,"FORMAL_ACTION 제외 사유: 기존 추천 gate 상태가 REFERENCE_ONLY입니다. stress/backtest, CVaR·MDD 안정성, 거래 제약 검증이 추가로 충족되어야 정식 추천으로 올릴 수 있습니다.",False,False,,같은 risk sleeve에서 더 적합한 액션이 선택되어 후보 감사 목록에만 남겼습니다.,"{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 19.671008, ""XOM"": 11.253036}","{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""GLD"": 2.5, ""IEF"": 2.5, ""MSFT"": 19.671008, ""NVDA"": 14.671008, ""XOM"": 11.253036}"
action_111,REVIEW_ACTION,TRIM_AND_HEDGE,rate_shock_growth_duration,장기금리·성장주 듀레이션,rate_shock_growth_duration,higher_for_longer_long_rate_shock,NVDA,NVDA,,SHY|IAU,SHY,SHY + IAU,REFERENCE_ONLY,,,0.4124587,0.3783743,-0.0340844,8.2637,44.9454,44.9454,44.9454,19.671008,14.671008,19.671008,14.671008,0.0,2.5,-0.029724515537877156,-0.027238542036801316,0.00248597,-0.29393945043893577,-0.2769184814777439,0.01702097,0.769429655515568,0.6936383447118714,-0.07579131,-0.000913795691816565,-0.0008882352087527345,2.556e-05,1.6152490595848201,1.594650973825004,-0.02059809,computed_from_action_before_after_weights,,10.000002,94.999999,5.0,PASS,,"장기금리·성장주 듀레이션 취약성을 만든 NVDA에 대해 SHY, IAU로 원인 보유자산 일부 축소 후 헷지를 적용하면 sleeve 취약도 변화가 -0.0341입니다. 정식 추천 기준은 미달해 검토 후보입니다.",취약성 완화 효과는 있으나 linked recommendation status가 REFERENCE_ONLY라서 정식 실행 추천이 아니라 실행 전 검토 후보로 유지합니다.,"SHY + IAU 조정은 장기금리·성장주 듀레이션 취약성을 낮추는 검토안이며 전후 지표는 CVaR 개선, MDD 개선, stress 개선으로 확인됩니다.",취약성 0.0341 감소; CVaR 0.25%p 개선; MDD 1.70%p 개선; stress 0.00%p 개선; Sharpe 0.02 악화,"FORMAL_ACTION 제외 사유: 기존 추천 gate 상태가 REFERENCE_ONLY입니다. stress/backtest, CVaR·MDD 안정성, 거래 제약 검증이 추가로 충족되어야 정식 추천으로 올릴 수 있습니다.",False,False,,같은 risk sleeve에서 더 적합한 액션이 선택되어 후보 감사 목록에만 남겼습니다.,"{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 19.671008, ""XOM"": 11.253036}","{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""IAU"": 2.5, ""MSFT"": 19.671008, ""NVDA"": 14.671008, ""SHY"": 2.5, ""XOM"": 11.253036}"
action_113,REVIEW_ACTION,TRIM_AND_HEDGE,rate_shock_growth_duration,장기금리·성장주 듀레이션,rate_shock_growth_duration,higher_for_longer_long_rate_shock,NVDA,NVDA,,GLD|SHY,GLD,GLD + SHY,REFERENCE_ONLY,,,0.4124587,0.3783946,-0.0340641,8.2588,44.9454,44.9454,44.9454,19.671008,14.671008,19.671008,14.671008,0.0,2.5,-0.029724515537877156,-0.027237053396875113,0.00248746,-0.29393945043893577,-0.27693258384701347,0.01700687,0.769429655515568,0.6936484460343684,-0.07578121,-0.000913795691816565,-0.0008888036354834089,2.499e-05,1.6152490595848201,1.5942776949053876,-0.02097136,computed_from_action_before_after_weights,,10.000002,94.999999,5.0,PASS,,"장기금리·성장주 듀레이션 취약성을 만든 NVDA에 대해 GLD, SHY로 원인 보유자산 일부 축소 후 헷지를 적용하면 sleeve 취약도 변화가 -0.0341입니다. 정식 추천 기준은 미달해 검토 후보입니다.",취약성 완화 효과는 있으나 linked recommendation status가 REFERENCE_ONLY라서 정식 실행 추천이 아니라 실행 전 검토 후보로 유지합니다.,"GLD + SHY 조정은 장기금리·성장주 듀레이션 취약성을 낮추는 검토안이며 전후 지표는 CVaR 개선, MDD 개선, stress 개선으로 확인됩니다.",취약성 0.0341 감소; CVaR 0.25%p 개선; MDD 1.70%p 개선; stress 0.00%p 개선; Sharpe 0.02 악화,"FORMAL_ACTION 제외 사유: 기존 추천 gate 상태가 REFERENCE_ONLY입니다. stress/backtest, CVaR·MDD 안정성, 거래 제약 검증이 추가로 충족되어야 정식 추천으로 올릴 수 있습니다.",False,False,,같은 risk sleeve에서 더 적합한 액션이 선택되어 후보 감사 목록에만 남겼습니다.,"{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 19.671008, ""XOM"": 11.253036}","{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""GLD"": 2.5, ""MSFT"": 19.671008, ""NVDA"": 14.671008, ""SHY"": 2.5, ""XOM"": 11.253036}"
action_127,REVIEW_ACTION,TRIM_AND_HEDGE,rate_shock_growth_duration,장기금리·성장주 듀레이션,rate_shock_growth_duration,higher_for_longer_long_rate_shock,NVDA,NVDA,,TLT|DBC,TLT,TLT + DBC,REFERENCE_ONLY,,,0.4124587,0.3795315,-0.0329272,7.9832,44.9454,44.9454,44.9454,19.671008,14.671008,19.671008,14.671008,0.0,2.5,-0.029724515537877156,-0.02736286534522003,0.00236165,-0.29393945043893577,-0.28022300578661863,0.01371644,0.769429655515568,0.6959975763110405,-0.07343208,-0.000913795691816565,-0.0009659442854377636,-5.215e-05,1.6152490595848201,1.5853733700049268,-0.02987569,computed_from_action_before_after_weights,,10.000002,94.999999,5.0,PASS,,"장기금리·성장주 듀레이션 취약성을 만든 NVDA에 대해 TLT, DBC로 원인 보유자산 일부 축소 후 헷지를 적용하면 sleeve 취약도 변화가 -0.0329입니다. 정식 추천 기준은 미달해 검토 후보입니다.",취약성 완화 효과는 있으나 linked recommendation status가 REFERENCE_ONLY라서 정식 실행 추천이 아니라 실행 전 검토 후보로 유지합니다.,"TLT + DBC 조정은 장기금리·성장주 듀레이션 취약성을 낮추는 검토안이며 전후 지표는 CVaR 개선, MDD 개선, stress 악화으로 확인됩니다.",취약성 0.0329 감소; CVaR 0.24%p 개선; MDD 1.37%p 개선; stress 0.01%p 악화; Sharpe 0.03 악화,"FORMAL_ACTION 제외 사유: 기존 추천 gate 상태가 REFERENCE_ONLY입니다. stress/backtest, CVaR·MDD 안정성, 거래 제약 검증이 추가로 충족되어야 정식 추천으로 올릴 수 있습니다.",False,False,,같은 risk sleeve에서 더 적합한 액션이 선택되어 후보 감사 목록에만 남겼습니다.,"{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 19.671008, ""XOM"": 11.253036}","{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""DBC"": 2.5, ""MSFT"": 19.671008, ""NVDA"": 14.671008, ""TLT"": 2.5, ""XOM"": 11.253036}"
action_129,REVIEW_ACTION,TRIM_AND_HEDGE,rate_shock_growth_duration,장기금리·성장주 듀레이션,rate_shock_growth_duration,higher_for_longer_long_rate_shock,NVDA,NVDA,,IEF|DBC,IEF,IEF + DBC,REFERENCE_ONLY,,,0.4124587,0.38099595,-0.03146275,7.6281,44.9454,44.9454,44.9454,19.671008,14.671008,19.671008,14.671008,0.0,2.5,-0.029724515537877156,-0.027408523025369284,0.00231599,-0.29393945043893577,-0.2805419335192366,0.01339752,0.769429655515568,0.6979324084937006,-0.07149725,-0.000913795691816565,-0.0009754078822993791,-6.161e-05,1.6152490595848201,1.582233393057663,-0.03301567,computed_from_action_before_after_weights,,10.000002,94.999999,5.0,PASS,,"장기금리·성장주 듀레이션 취약성을 만든 NVDA에 대해 IEF, DBC로 원인 보유자산 일부 축소 후 헷지를 적용하면 sleeve 취약도 변화가 -0.0315입니다. 정식 추천 기준은 미달해 검토 후보입니다.",취약성 완화 효과는 있으나 linked recommendation status가 REFERENCE_ONLY라서 정식 실행 추천이 아니라 실행 전 검토 후보로 유지합니다.,"IEF + DBC 조정은 장기금리·성장주 듀레이션 취약성을 낮추는 검토안이며 전후 지표는 CVaR 개선, MDD 개선, stress 악화으로 확인됩니다.",취약성 0.0315 감소; CVaR 0.23%p 개선; MDD 1.34%p 개선; stress 0.01%p 악화; Sharpe 0.03 악화,"FORMAL_ACTION 제외 사유: 기존 추천 gate 상태가 REFERENCE_ONLY입니다. stress/backtest, CVaR·MDD 안정성, 거래 제약 검증이 추가로 충족되어야 정식 추천으로 올릴 수 있습니다.",False,False,,같은 risk sleeve에서 더 적합한 액션이 선택되어 후보 감사 목록에만 남겼습니다.,"{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 19.671008, ""XOM"": 11.253036}","{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""DBC"": 2.5, ""IEF"": 2.5, ""MSFT"": 19.671008, ""NVDA"": 14.671008, ""XOM"": 11.253036}"
action_131,REVIEW_ACTION,TRIM_AND_HEDGE,rate_shock_growth_duration,장기금리·성장주 듀레이션,rate_shock_growth_duration,higher_for_longer_long_rate_shock,NVDA,NVDA,,SHY|DBC,SHY,SHY + DBC,REFERENCE_ONLY,,,0.4124587,0.38197828,-0.03048043,7.3899,44.9454,44.9454,44.9454,19.671008,14.671008,19.671008,14.671008,0.0,2.5,-0.029724515537877156,-0.027444672349959797,0.00227984,-0.29393945043893577,-0.2807990711000369,0.01314038,0.769429655515568,0.6991301103549631,-0.07029955,-0.000913795691816565,-0.0009809849563098712,-6.719e-05,1.6152490595848201,1.580398963730086,-0.0348501,computed_from_action_before_after_weights,,10.000002,94.999999,5.0,PASS,,"장기금리·성장주 듀레이션 취약성을 만든 NVDA에 대해 SHY, DBC로 원인 보유자산 일부 축소 후 헷지를 적용하면 sleeve 취약도 변화가 -0.0305입니다. 정식 추천 기준은 미달해 검토 후보입니다.",취약성 완화 효과는 있으나 linked recommendation status가 REFERENCE_ONLY라서 정식 실행 추천이 아니라 실행 전 검토 후보로 유지합니다.,"SHY + DBC 조정은 장기금리·성장주 듀레이션 취약성을 낮추는 검토안이며 전후 지표는 CVaR 개선, MDD 개선, stress 악화으로 확인됩니다.",취약성 0.0305 감소; CVaR 0.23%p 개선; MDD 1.31%p 개선; stress 0.01%p 악화; Sharpe 0.03 악화,"FORMAL_ACTION 제외 사유: 기존 추천 gate 상태가 REFERENCE_ONLY입니다. stress/backtest, CVaR·MDD 안정성, 거래 제약 검증이 추가로 충족되어야 정식 추천으로 올릴 수 있습니다.",False,False,,같은 risk sleeve에서 더 적합한 액션이 선택되어 후보 감사 목록에만 남겼습니다.,"{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 19.671008, ""XOM"": 11.253036}","{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""DBC"": 2.5, ""MSFT"": 19.671008, ""NVDA"": 14.671008, ""SHY"": 2.5, ""XOM"": 11.253036}"
action_101,REVIEW_ACTION,TRIM_AND_HEDGE,rate_shock_growth_duration,장기금리·성장주 듀레이션,rate_shock_growth_duration,higher_for_longer_long_rate_shock,NVDA,NVDA,,TLT,TLT,TLT,REFERENCE_ONLY,,,0.4124587,0.38428265,-0.02817605,6.8312,44.9454,44.9454,44.9454,19.671008,14.671008,19.671008,14.671008,0.0,5.0,-0.029724515537877156,-0.02706867775956046,0.00265584,-0.29393945043893577,-0.2740706701245982,0.01986878,0.769429655515568,0.6865434829000515,-0.08288617,-0.000913795691816565,-0.0008643776185776486,4.942e-05,1.6152490595848201,1.585375749785801,-0.02987331,computed_from_action_before_after_weights,,10.000002,94.999999,5.0,PASS,,장기금리·성장주 듀레이션 취약성을 만든 NVDA에 대해 TLT로 원인 보유자산 일부 축소 후 헷지를 적용하면 sleeve 취약도 변화가 -0.0282입니다. 정식 추천 기준은 미달해 검토 후보입니다.,취약성 완화 효과는 있으나 linked recommendation status가 REFERENCE_ONLY라서 정식 실행 추천이 아니라 실행 전 검토 후보로 유지합니다.,"TLT 조정은 장기금리·성장주 듀레이션 취약성을 낮추는 검토안이며 전후 지표는 CVaR 개선, MDD 개선, stress 개선으로 확인됩니다.",취약성 0.0282 감소; CVaR 0.27%p 개선; MDD 1.99%p 개선; stress 0.00%p 개선; Sharpe 0.03 악화,"FORMAL_ACTION 제외 사유: 기존 추천 gate 상태가 REFERENCE_ONLY입니다. stress/backtest, CVaR·MDD 안정성, 거래 제약 검증이 추가로 충족되어야 정식 추천으로 올릴 수 있습니다.",False,False,,같은 risk sleeve에서 더 적합한 액션이 선택되어 후보 감사 목록에만 남겼습니다.,"{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 19.671008, ""XOM"": 11.253036}","{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 14.671008, ""TLT"": 5.0, ""XOM"": 11.253036}"
action_109,REVIEW_ACTION,TRIM_AND_HEDGE,rate_shock_growth_duration,장기금리·성장주 듀레이션,rate_shock_growth_duration,higher_for_longer_long_rate_shock,NVDA,NVDA,,IEF,IEF,IEF,REFERENCE_ONLY,,,0.4124587,0.38721155,-0.02524715,6.1211,44.9454,44.9454,44.9454,19.671008,14.671008,19.671008,14.671008,0.0,5.0,-0.029724515537877156,-0.02715029736278271,0.00257422,-0.29393945043893577,-0.2746998548330196,0.0192396,0.769429655515568,0.6904131472653712,-0.07901651,-0.000913795691816565,-0.0008833048123008808,3.049e-05,1.6152490595848201,1.57970862346853,-0.03554044,computed_from_action_before_after_weights,,10.000002,94.999999,5.0,PASS,,장기금리·성장주 듀레이션 취약성을 만든 NVDA에 대해 IEF로 원인 보유자산 일부 축소 후 헷지를 적용하면 sleeve 취약도 변화가 -0.0252입니다. 정식 추천 기준은 미달해 검토 후보입니다.,취약성 완화 효과는 있으나 linked recommendation status가 REFERENCE_ONLY라서 정식 실행 추천이 아니라 실행 전 검토 후보로 유지합니다.,"IEF 조정은 장기금리·성장주 듀레이션 취약성을 낮추는 검토안이며 전후 지표는 CVaR 개선, MDD 개선, stress 개선으로 확인됩니다.",취약성 0.0252 감소; CVaR 0.26%p 개선; MDD 1.92%p 개선; stress 0.00%p 개선; Sharpe 0.04 악화,"FORMAL_ACTION 제외 사유: 기존 추천 gate 상태가 REFERENCE_ONLY입니다. stress/backtest, CVaR·MDD 안정성, 거래 제약 검증이 추가로 충족되어야 정식 추천으로 올릴 수 있습니다.",False,False,,같은 risk sleeve에서 더 적합한 액션이 선택되어 후보 감사 목록에만 남겼습니다.,"{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 19.671008, ""XOM"": 11.253036}","{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""IEF"": 5.0, ""MSFT"": 19.671008, ""NVDA"": 14.671008, ""XOM"": 11.253036}"
action_149,REVIEW_ACTION,TRIM_AND_HEDGE,rate_shock_growth_duration,장기금리·성장주 듀레이션,rate_shock_growth_duration,higher_for_longer_long_rate_shock,NVDA,NVDA,,SHY,SHY,SHY,FAIL_GATE,,,0.4124587,0.3891762,-0.0232825,5.6448,44.9454,44.9454,44.9454,19.671008,14.671008,19.671008,14.671008,0.0,5.0,-0.029724515537877156,-0.027223247308407316,0.00250127,-0.29393945043893577,-0.275214787404756,0.01872466,0.769429655515568,0.6928085509878963,-0.0766211,-0.000913795691816565,-0.0008944589603218649,1.934e-05,1.6152490595848201,1.5762063322296624,-0.03904273,computed_from_action_before_after_weights,,10.000002,94.999999,5.0,PASS,,장기금리·성장주 듀레이션 취약성을 만든 NVDA에 대해 SHY로 원인 보유자산 일부 축소 후 헷지를 적용하면 sleeve 취약도 변화가 -0.0233입니다. 정식 추천 기준은 미달해 검토 후보입니다.,취약성 완화 효과는 있으나 linked recommendation status가 FAIL_GATE라서 정식 실행 추천이 아니라 실행 전 검토 후보로 유지합니다.,"SHY 조정은 장기금리·성장주 듀레이션 취약성을 낮추는 검토안이며 전후 지표는 CVaR 개선, MDD 개선, stress 개선으로 확인됩니다.",취약성 0.0233 감소; CVaR 0.25%p 개선; MDD 1.87%p 개선; stress 0.00%p 개선; Sharpe 0.04 악화,"FORMAL_ACTION 제외 사유: 기존 추천 gate 상태가 FAIL_GATE입니다. stress/backtest, CVaR·MDD 안정성, 거래 제약 검증이 추가로 충족되어야 정식 추천으로 올릴 수 있습니다.",False,False,,같은 risk sleeve에서 더 적합한 액션이 선택되어 후보 감사 목록에만 남겼습니다.,"{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 19.671008, ""XOM"": 11.253036}","{""011200.KS"": 19.671008, ""207940.KS"": 19.671008, ""AVGO"": 10.062931, ""MSFT"": 19.671008, ""NVDA"": 14.671008, ""SHY"": 5.0, ""XOM"": 11.253036}"
