date,scenario_code,scenario_name,driver_rank,signal_name,signal_label,metric_type,driver_effect,contribution,raw_value,normalized_value,aligned_value,unit_score
2021-10-21,soft_landing_goldilocks,Soft Landing / Goldilocks,1,tlt_ret_20d,TLT 20d return,ret_z,offsetting,-0.126102,-0.037874,-1.681356,-1.681356,0.079661
2021-10-21,soft_landing_goldilocks,Soft Landing / Goldilocks,2,spy_ret_20d,SPY 20d return,ret_z,supporting,0.074353,0.023489,0.495684,0.495684,0.623921
2021-10-21,soft_landing_goldilocks,Soft Landing / Goldilocks,3,usdkrw_ret_20d,USD/KRW 20d return,ret_z,supporting,0.073528,0.001575,-0.980376,0.980376,0.745094
2021-10-22,soft_landing_goldilocks,Soft Landing / Goldilocks,1,tlt_ret_20d,TLT 20d return,ret_z,offsetting,-0.07285,-0.017678,-0.971339,-0.971339,0.257165
2021-10-22,soft_landing_goldilocks,Soft Landing / Goldilocks,2,qqq_ret_20d,QQQ 20d return,ret_z,offsetting,-0.071004,0.002063,-0.568029,-0.568029,0.357993
2021-10-22,soft_landing_goldilocks,Soft Landing / Goldilocks,3,spy_ret_20d,SPY 20d return,ret_z,supporting,0.055079,0.020747,0.367193,0.367193,0.591798
2021-10-24,soft_landing_goldilocks,Soft Landing / Goldilocks,1,usdkrw_ret_20d,USD/KRW 20d return,ret_z,supporting,0.10093,-0.002256,-1.34574,1.34574,0.836435
2021-10-25,soft_landing_goldilocks,Soft Landing / Goldilocks,1,usdkrw_ret_20d,USD/KRW 20d return,ret_z,supporting,0.144543,-0.008411,-1.927235,1.927235,0.981809
2021-10-25,soft_landing_goldilocks,Soft Landing / Goldilocks,2,spy_ret_20d,SPY 20d return,ret_z,supporting,0.112723,0.029166,0.751489,0.751489,0.687872
2021-10-25,soft_landing_goldilocks,Soft Landing / Goldilocks,3,tlt_ret_20d,TLT 20d return,ret_z,offsetting,-0.066795,-0.015559,-0.890597,-0.890597,0.277351
2021-10-26,soft_landing_goldilocks,Soft Landing / Goldilocks,1,spy_ret_20d,SPY 20d return,ret_z,supporting,0.264418,0.051277,1.762787,1.762787,0.940697
